epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1.96724,2.02718,2.51692,2.92188,0.00333,1,0.995,0.0995,3.41201,4.38168,7.4543,0.002,0.002,0.002
